,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
440,"{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1626184}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1626184}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626184}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1626184}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1626184}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1626184}",,,,,,,,,,,,,,,,,,,
441,"{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203944}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203944}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203944}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203944}","{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203944}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203944}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203944}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203944}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203944}",,,,,,,,,,,,,,,,
442,"{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630559}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630559}",,,,,,,,,,,,,,,,,,,,,,,
443,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629629}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629629}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629629}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629629}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629629}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629629}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629629}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629629}",,,,,,,,,,,,,,,,,
444,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628432}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628432}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628432}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628432}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1628432}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1628432}",,,,,,,,,,,,,,,,,,,
445,"{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630194}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630194}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630194}",,,,,,,,,,,,,,,,,,,,,,
446,"{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629675}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629675}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629675}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629675}",,,,,,,,,,,,,,,,,,,,,
447,"{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631197}",,,,,,,,,,,,,,,,,,,,,,,,
448,"{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630208}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630208}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630208}",,,,,,,,,,,,,,,,,,,,,,
449,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1626196}","{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1626196}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1626196}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1626196}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1626196}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1626196}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1626196}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1626196}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626196}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1626196}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1626196}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 1626196}",,,,,,,,,,,,,
450,"{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203085}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203085}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203085}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203085}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203085}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203085}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203085}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203085}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203085}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203085}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203085}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203085}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203085}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203085}","{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203085}","{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 203085}","{'TEAM_ABBREVIATION': 'NOH', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 203085}",,,,,,,,
451,"{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629130}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629130}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629130}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629130}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1629130}",,,,,,,,,,,,,,,,,,,,
452,"{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629010}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629010}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629010}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629010}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1629010}",,,,,,,,,,,,,,,,,,,,
453,"{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629011}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629011}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629011}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629011}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1629011}",,,,,,,,,,,,,,,,,,,,
454,"{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631115}",,,,,,,,,,,,,,,,,,,,,,,,
455,"{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630526}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630526}",,,,,,,,,,,,,,,,,,,,,,,
456,"{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629676}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629676}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629676}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629676}",,,,,,,,,,,,,,,,,,,,,
457,"{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631223}",,,,,,,,,,,,,,,,,,,,,,,,
458,"{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631157}",,,,,,,,,,,,,,,,,,,,,,,,
459,"{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 201565}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 201565}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 201565}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 201565}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 201565}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 201565}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 201565}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 201565}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 201565}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 201565}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 201565}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 201565}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 201565}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 201565}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 201565}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2010-11', 'PLAYER_ID': 201565}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2009-10', 'PLAYER_ID': 201565}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2008-09', 'PLAYER_ID': 201565}",,,,,,,
460,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203082}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203082}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203082}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203082}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203082}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203082}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203082}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203082}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203082}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203082}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203082}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203082}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203082}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 203082}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 203082}",,,,,,,,,,
461,"{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1626179}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1626179}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1626179}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1626179}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626179}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1626179}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1626179}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 1626179}",,,,,,,,,,,,,,,,,
462,"{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 201937}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 201937}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 201937}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 201937}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 201937}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 201937}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 201937}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 201937}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 201937}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 201937}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 201937}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 201937}",,,,,,,,,,,,,
463,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1626156}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1626156}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1626156}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1626156}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1626156}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1626156}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1626156}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1626156}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626156}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1626156}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1626156}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 1626156}",,,,,,,,,,,,,
464,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630346}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630346}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630346}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630346}",,,,,,,,,,,,,,,,,,,,,
465,"{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627734}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627734}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627734}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627734}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627734}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1627734}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1627734}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627734}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1627734}",,,,,,,,,,,,,,,,
466,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203967}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203967}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203967}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203967}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203967}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203967}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203967}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203967}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203967}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203967}",,,,,,,,,,,,,,,
467,"{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630846}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630846}",,,,,,,,,,,,,,,,,,,,,,,
468,"{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630648}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630648}",,,,,,,,,,,,,,,,,,,,,,,
469,"{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629678}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629678}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629678}",,,,,,,,,,,,,,,,,,,,,,
470,"{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203471}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203471}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203471}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203471}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203471}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203471}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203471}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203471}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203471}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203471}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203471}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 203471}",,,,,,,,,,,,,
471,"{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630206}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630206}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630206}",,,,,,,,,,,,,,,,,,,,,,
472,"{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631220}",,,,,,,,,,,,,,,,,,,,,,,,
473,"{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630578}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630578}",,,,,,,,,,,,,,,,,,,,,,,
474,"{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629012}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629012}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629012}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629012}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1629012}",,,,,,,,,,,,,,,,,,,,
475,"{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629013}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629013}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629013}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629013}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1629013}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1629013}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1629013}",,,,,,,,,,,,,,,,,,
476,"{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630549}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630549}",,,,,,,,,,,,,,,,,,,,,,,
477,"{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631101}",,,,,,,,,,,,,,,,,,,,,,,,
478,"{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627783}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627783}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627783}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1627783}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1627783}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627783}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1627783}",,,,,,,,,,,,,,,,,,
