,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
403,"{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629643}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629643}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629643}",,,,,,,,,,,,,,,,,,,,,,
404,"{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629006}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629006}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629006}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629006}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1629006}",,,,,,,,,,,,,,,,,,,,
405,"{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630168}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630168}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630168}",,,,,,,,,,,,,,,,,,,,,,
406,"{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630171}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630171}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630171}",,,,,,,,,,,,,,,,,,,,,,
407,"{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629644}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629644}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629644}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629644}",,,,,,,,,,,,,,,,,,,,,
408,"{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203506}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203506}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203506}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203506}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203506}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203506}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203506}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203506}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203506}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203506}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203506}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203506}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 203506}",,,,,,,,,,,,
409,"{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203482}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203482}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203482}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203482}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203482}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203482}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203482}","{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203482}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203482}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203482}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203482}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 203482}",,,,,,,,,,,,,
410,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630647}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630647}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630647}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630647}",,,,,,,,,,,,,,,,,,,,,
411,"{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1626224}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1626224}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1626224}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1626224}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626224}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1626224}",,,,,,,,,,,,,,,,,,,
412,"{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1626162}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1626162}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1626162}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1626162}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626162}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626162}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626162}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1626162}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1626162}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 1626162}",,,,,,,,,,,,,,,
413,"{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629672}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629672}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629672}",,,,,,,,,,,,,,,,,,,,,,
414,"{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 101108}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 101108}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 101108}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 101108}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 101108}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 101108}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 101108}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 101108}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 101108}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 101108}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 101108}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 101108}","{'TEAM_ABBREVIATION': 'NOH', 'GROUP_VALUE': '2010-11', 'PLAYER_ID': 101108}","{'TEAM_ABBREVIATION': 'NOH', 'GROUP_VALUE': '2009-10', 'PLAYER_ID': 101108}","{'TEAM_ABBREVIATION': 'NOH', 'GROUP_VALUE': '2008-09', 'PLAYER_ID': 101108}","{'TEAM_ABBREVIATION': 'NOH', 'GROUP_VALUE': '2007-08', 'PLAYER_ID': 101108}","{'TEAM_ABBREVIATION': 'NOK', 'GROUP_VALUE': '2006-07', 'PLAYER_ID': 101108}","{'TEAM_ABBREVIATION': 'NOK', 'GROUP_VALUE': '2005-06', 'PLAYER_ID': 101108}",,,,,,,
415,"{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1626166}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1626166}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1626166}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1626166}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626166}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626166}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626166}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1626166}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1626166}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1626166}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1626166}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 1626166}",,,,,,,,,,,,,
416,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627780}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627780}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627780}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627780}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627780}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1627780}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1627780}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627780}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627780}","{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627780}","{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1627780}",,,,,,,,,,,,,,
417,"{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630691}",,,,,,,,,,,,,,,,,,,,,,,,
418,,,,,,,,,,,,,,,,,,,,,,,,,
419,"{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629033}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629033}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629033}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629033}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1629033}",,,,,,,,,,,,,,,,,,,,
420,"{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630590}",,,,,,,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,,,,,,,,,,
422,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203486}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203486}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203486}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203486}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203486}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203486}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203486}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203486}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203486}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203486}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203486}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203486}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203486}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 203486}",,,,,,,,,,,
423,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627751}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627751}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627751}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627751}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627751}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1627751}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1627751}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627751}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1627751}",,,,,,,,,,,,,,,,
424,"{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630197}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630197}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630197}",,,,,,,,,,,,,,,,,,,,,,
425,"{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629673}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629673}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629673}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629673}",,,,,,,,,,,,,,,,,,,,,
426,"{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629645}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629645}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629645}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629645}",,,,,,,,,,,,,,,,,,,,,
427,"{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629008}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629008}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629008}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629008}",,,,,,,,,,,,,,,,,,,,,
428,"{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203490}","{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203490}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203490}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203490}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203490}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203490}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203490}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203490}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203490}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203490}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203490}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203490}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203490}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 203490}",,,,,,,,,,,
429,"{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1626171}","{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1626171}","{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1626171}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1626171}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626171}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626171}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626171}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1626171}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1626171}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 1626171}",,,,,,,,,,,,,,,
430,"{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 204001}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 204001}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 204001}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 204001}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 204001}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 204001}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 204001}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 204001}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 204001}",,,,,,,,,,,,,,,,
431,"{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203939}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203939}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203939}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203939}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203939}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203939}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203939}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203939}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203939}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203939}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203939}",,,,,,,,,,,,,,
432,"{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1626181}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1626181}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1626181}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1626181}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1626181}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1626181}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1626181}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1626181}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1626181}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1626181}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1626181}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 1626181}",,,,,,,,,,,,,
433,"{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630554}",,,,,,,,,,,,,,,,,,,,,,,,
434,"{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630563}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630563}",,,,,,,,,,,,,,,,,,,,,,,
435,"{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627752}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627752}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627752}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627752}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627752}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1627752}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1627752}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627752}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1627752}",,,,,,,,,,,,,,,,
436,"{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630202}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630202}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630202}",,,,,,,,,,,,,,,,,,,,,,
437,"{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629674}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629674}",,,,,,,,,,,,,,,,,,,,,,,
438,"{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630193}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630193}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630193}",,,,,,,,,,,,,,,,,,,,,,
439,"{'TEAM_ABBREVIATION': 'GSW', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631311}",,,,,,,,,,,,,,,,,,,,,,,,
